x_m;y_m;psi_rad;vx_mps;ax_mps2;ay_mps2
2.159344095804545702e+02,5.106003367695933548e+00,8.304123363011490788e-01,7.000000000000000000e+01,0.000000000000000000e+00,2.045692941677356713e-01
2.167171396831827224e+02,5.962575171158821519e+00,8.303863413471738175e-01,7.000000000000000000e+01,0.000000000000000000e+00,1.815482272449596424e-01
2.174865206558649220e+02,6.804449842433361262e+00,8.303526125467368679e-01,7.000000000000000000e+01,0.000000000000000000e+00,1.687935203821714913e-01
2.182380615321617654e+02,7.626779128984148670e+00,8.303600383744184077e-01,7.000000000000000000e+01,0.000000000000000000e+00,1.635998877369148063e-01
2.189712819109462316e+02,8.429110837045186599e+00,8.304065877761650505e-01,7.000000000000000000e+01,0.000000000000000000e+00,1.622909115194567098e-01
2.196887944942192519e+02,9.214353952576802342e+00,8.304722191608422399e-01,7.000000000000000000e+01,0.000000000000000000e+00,1.613865351048056063e-01
2.203946698959044852e+02,9.986966648223440046e+00,8.305262812155087548e-01,7.000000000000000000e+01,0.000000000000000000e+00,1.585200254876327763e-01
2.210929415445767461e+02,1.075131798532909144e+01,8.305437721136084139e-01,7.000000000000000000e+01,0.000000000000000000e+00,1.526995485530205643e-01
2.217867381540977476e+02,1.151076288906309841e+01,8.305195032634633545e-01,7.000000000000000000e+01,0.000000000000000000e+00,1.440274719764556566e-01
2.224780687494028371e+02,1.226744246623259293e+01,8.304701588285237079e-01,7.000000000000000000e+01,0.000000000000000000e+00,1.333476722574803153e-01
2.231680100446087351e+02,1.302251763275826946e+01,8.304233586339637707e-01,7.000000000000000000e+01,0.000000000000000000e+00,1.220743175904578787e-01
2.238570279938215606e+02,1.377652426548612397e+01,8.304003466570181180e-01,7.000000000000000000e+01,0.000000000000000000e+00,1.120578581224244002e-01
2.245452652151257382e+02,1.452966490826531754e+01,8.304034678262049995e-01,7.000000000000000000e+01,0.000000000000000000e+00,1.051697993878601134e-01
2.252327476116265927e+02,1.528200060262979321e+01,8.304164020800347545e-01,7.000000000000000000e+01,0.000000000000000000e+00,1.026360463274544749e-01
2.259194840017277102e+02,1.603353791768355663e+01,8.304165046605370692e-01,7.000000000000000000e+01,0.000000000000000000e+00,1.045009158985755054e-01
2.266055041182562775e+02,1.678427367895410072e+01,8.303916316764697880e-01,7.000000000000000000e+01,0.000000000000000000e+00,1.096292446490814143e-01
2.272908389104567846e+02,1.753420220110135119e+01,8.303494574497497505e-01,7.000000000000000000e+01,0.000000000000000000e+00,1.162442755057728899e-01
2.279755025173085983e+02,1.828332658175929737e+01,8.303125155170786309e-01,7.000000000000000000e+01,0.000000000000000000e+00,1.226424042411233262e-01
2.286594788606516317e+02,1.903165759834977422e+01,8.303032653199264868e-01,7.000000000000000000e+01,0.000000000000000000e+00,1.276783773852756820e-01
2.293427328383787938e+02,1.977921188982826806e+01,8.303287677575628134e-01,7.000000000000000000e+01,0.000000000000000000e+00,1.309263000440211988e-01
2.300252379341485778e+02,2.052600974182531246e+01,8.303757981533983479e-01,7.000000000000000000e+01,0.000000000000000000e+00,1.326486903540951834e-01
2.307070004212293952e+02,2.127207309383689449e+01,8.304200789782134606e-01,7.000000000000000000e+01,0.000000000000000000e+00,1.336452162365529273e-01
2.313880624210866017e+02,2.201742443905976643e+01,8.304415739825622422e-01,7.000000000000000000e+01,0.000000000000000000e+00,1.349409806670951451e-01
2.320684863136278864e+02,2.276208720756935833e+01,8.304346738029693142e-01,7.000000000000000000e+01,0.000000000000000000e+00,1.372884619388740068e-01
2.327483322980435219e+02,2.350608711410561824e+01,8.304073666053650715e-01,7.000000000000000000e+01,0.000000000000000000e+00,1.407583737556609982e-01
2.334276466277936777e+02,2.424945402638666181e+01,8.303714464789583305e-01,7.000000000000000000e+01,0.000000000000000000e+00,1.447388479686961549e-01
2.341064659901803111e+02,2.499222327001619703e+01,8.303342574302859935e-01,7.000000000000000000e+01,0.000000000000000000e+00,1.484430416832068222e-01
2.347848269893804343e+02,2.573443609927823061e+01,8.302978314792800463e-01,7.000000000000000000e+01,0.000000000000000000e+00,1.516165254405609786e-01
