x_m,y_m,psi_rad,vx_mps,ax_mps2,ay_mps2
-2.402715550224323238e+01,-2.397403371768394464e+01,-1.383662178247122787e+00,5.196071398958244991e+00,-2.510503000030963605e-01,2.885189568077926481e+00
-2.397989117066972398e+01,-2.420388810034917526e+01,-1.351396896603210163e+00,5.074841373889278806e+00,-2.339826551340511429e-01,2.841722457012923808e+00
-2.392511564971077576e+01,-2.443163430006563530e+01,-1.318391119250380550e+00,4.962088743824193848e+00,-2.173562614206554500e-01,2.702824282784425769e+00
-2.386289927727086990e+01,-2.465751115759956846e+01,-1.287020972541857322e+00,4.857485112468623356e+00,-2.015706065964666394e-01,2.484565962740977074e+00
-2.379382185226822699e+01,-2.488181587302747033e+01,-1.259235429810827700e+00,4.760518137227727209e+00,-1.869550848984165015e-01,2.213400620902341132e+00
-2.371880337149522333e+01,-2.510494528858579599e+01,-1.236114529812025964e+00,4.670530027570206855e+00,-1.737571447180714657e-01,1.920798559531344152e+00
-2.363888105306678256e+01,-2.532734970042563205e+01,-1.217744382820021176e+00,4.586760992509655743e+00,-1.621347287777421542e-01,1.637473468029673196e+00
-2.355501734445551421e+01,-2.554942301617104761e+01,-1.203408842583448823e+00,4.508395298792464700e+00,-1.521536511849221895e-01,1.388713933473033402e+00
-2.346798475076921520e+01,-2.577139691009432099e+01,-1.191956361271812037e+00,4.434607341324733554e+00,-1.437902460878364153e-01,1.191785441639070520e+00
-2.337832063272128735e+01,-2.599330848667000993e+01,-1.182167046876276606e+00,4.364605052704628285e+00,-1.369391052873591974e-01,1.055601200584776578e+00
-2.328632981866056895e+01,-2.621504908564377700e+01,-1.172987000209400721e+00,4.297668236037374356e+00,-1.314249497226249730e-01,9.821577280680230393e-01
-2.319211184471032539e+01,-2.643643765656816669e+01,-1.163604260691658787e+00,4.233180102982003312e+00,-1.270172550186829952e-01,9.688105499717789559e-01
-2.309560498276373153e+01,-2.665726148203371437e+01,-1.153411564618209262e+00,4.170650981018691361e+00,-1.234468889932029967e-01,1.010416537155052641e+00
-2.299663174882441297e+01,-2.687726472534552258e+01,-1.141892564484243699e+00,4.109733213988800316e+00,-1.204245249509190430e-01,1.100649634811252886e+00
-2.289491924686505087e+01,-2.709611559148174464e+01,-1.128471754517142989e+00,4.050226456067772318e+00,-1.176596190940872866e-01,1.232267368600331370e+00
-2.279007524024732234e+01,-2.731338443460776588e+01,-1.112384140560880974e+00,3.992073594894713029e+00,-1.148778420251170829e-01,1.396586027077276970e+00
-2.268153283688619126e+01,-2.752853341128140130e+01,-1.092652228203202514e+00,3.935348614042655235e+00,-1.118353946346326566e-01,1.582745033501331777e+00
-2.256851262768473987e+01,-2.774090168746964835e+01,-1.068224910816208517e+00,3.880238200260080372e+00,-1.083297975066872532e-01,1.777399418026927691e+00
-2.245005301836129163e+01,-2.794967684121000673e+01,-1.038265907929670551e+00,3.827018816535967982e+00,-1.042074578840517241e-01,1.965264650784703138e+00
-2.232512856664037315e+01,-2.815389221147803767e+01,-1.002479763799555723e+00,3.776030742376028648e+00,-9.936697448599218774e-02,2.130548434066319441e+00
-2.219281731042547889e+01,-2.835249127878493169e+01,-9.613179183081699275e-01,3.727651842049975794e+00,-9.375541765728945265e-02,2.258912613626235633e+00
-2.205245734607989050e+01,-2.854445877629733985e+01,-9.159658297740571609e-01,3.682275324718739196e+00,-8.735828213657237384e-02,2.339386920343802689e+00
-2.190373813197998842e+01,-2.872896771276959171e+01,-8.680943144208730367e-01,3.640293559913403421e+00,-8.018789660841596501e-02,2.365690431932675253e+00
-2.174670746567771928e+01,-2.890547356514181132e+01,-8.194871539131274307e-01,3.602087428110323231e+00,-7.227250645995786371e-02,2.336675848467820060e+00
-2.158171694696611809e+01,-2.907372760002098389e+01,-7.717248670708195535e-01,3.568021053453445557e+00,-6.364508295714932373e-02,2.255965091229852337e+00
-2.140934293788272313e+01,-2.923373620815371510e+01,-7.260534248627650289e-01,3.538442345153173907e+00,-5.433176471774370242e-02,2.131119710008250845e+00
-2.123030664850899996e+01,-2.938572203555989404e+01,-6.834389924453387888e-01,3.513689288735701854e+00,-4.434124863452071352e-02,1.972764748495108966e+00
-2.104539927646955633e+01,-2.953011923292298491e+01,-6.446945319202844749e-01,3.494101096518653193e+00,-3.365675338133211625e-02,1.793948664062062104e+00
-2.085540797696796034e+01,-2.966759574824847334e+01,-6.105430523391859321e-01,3.480032535354369738e+00,-2.223205602014655113e-02,1.609767027755879987e+00
-2.066104883153342087e+01,-2.979905980731904336e+01,-5.815348490714975505e-01,3.471869040498506642e+00,-9.992529899668589621e-03,1.437043580435819923e+00
-2.046292639484406806e+01,-2.992559914250672648e+01,-5.578340676207439452e-01,3.470040005454701149e+00,3.159767292149062712e-03,1.293761553507641882e+00
-2.026153741276755937e+01,-3.004832949809678411e+01,-5.389675295221144635e-01,3.475028807790655705e+00,1.733984404947763736e-02,1.198004744650565501e+00
-2.005731270565471647e+01,-3.016816709530289486e+01,-5.236713148393348227e-01,3.487379849504178786e+00,3.267333616476664204e-02,1.166351221264222637e+00
-1.985066385939173372e+01,-3.028558719567995539e+01,-5.099234758991072480e-01,3.507702143955422347e+00,4.928720545381981566e-02,1.211869796556166889e+00
-1.964198679606689524e+01,-3.040044153784867476e+01,-4.951574167661612624e-01,3.536667054957998602e+00,6.729643485508640666e-02,1.342020923908093133e+00
-1.943160326129892823e+01,-3.051189299200236960e+01,-4.766066555168239627e-01,3.574998578810508754e+00,8.678963424145491601e-02,1.556821265652712949e+00
-1.921967438162628383e+01,-3.061848370606546155e+01,-4.517210888810174740e-01,3.623456689199453518e+00,1.078166239643749691e-01,1.847599371637201227e+00
-1.900615016273923175e+01,-3.071831412447977883e+01,-4.186202221824192882e-01,3.682815202774883723e+00,1.303790806896372168e-01,2.196589145667384280e+00
-1.879081104063730834e+01,-3.080929299255572573e+01,-3.765084742081755698e-01,3.753835769889090734e+00,1.544246470016483741e-01,2.577502034033903211e+00
-1.857339296873397672e+01,-3.088941325507924773e+01,-3.259090731110109163e-01,3.837239849776532097e+00,1.798450583953052906e-01,2.957103276729704078e+00
-1.835372572749800923e+01,-3.095701049805163407e+01,-2.685943103686644906e-01,3.933680828284396025e+00,2.064786679782404377e-01,3.297856135135670996e+00
-1.813179607484583755e+01,-3.101096075326735146e+01,-2.072466479464113165e-01,4.043718517754772535e+00,2.341173130528466650e-01,3.561605235204708286e+00
-1.790770357984312255e+01,-3.105079365238868405e+01,-1.450511917720144484e-01,4.167798141337242690e+00,2.625170403020797849e-01,3.714287201593291066e+00
-1.768156391015113726e+01,-3.107672936749768056e+01,-8.538074603079673364e-02,4.306235558056852319e+00,2.914117336529953306e-01,3.731492111540706258e+00
-1.745345128867458939e+01,-3.108967257195338618e+01,-3.153754129862151867e-02,4.459209874990238021e+00,3.205280697221075670e-01,3.604269418813585535e+00
-1.722343655722035649e+01,-3.109118236986011752e+01,1.357298827205604373e-02,4.626763627778959886e+00,3.496000806276464701e-01,3.343841118447724803e+00
-1.699167308621661476e+01,-3.108340447690702391e+01,4.785368397725965617e-02,4.808809955617884491e+00,3.783827754674504718e-01,2.983141907378325186e+00
-1.675844308569143237e+01,-3.106891371840759319e+01,7.039442221418398815e-02,5.005146403246410358e+00,4.066659425063923194e-01,2.573030921447317265e+00
-1.652411157940512254e+01,-3.105043628019769386e+01,8.167602259645141694e-02,5.215475898124276810e+00,4.342872988718227134e-01,2.172347526624618830e+00
-1.628901962703547923e+01,-3.103048759282167879e+01,8.350040247871648447e-02,5.439433702118233072e+00,4.611391982830275182e-01,1.833740989616909900e+00
-1.605341063102062549e+01,-3.101104096008415922e+01,7.859167652771921475e-02,5.676615096407304328e+00,4.871652089050950707e-01,1.590112539002761727e+00
-1.581745398196314589e+01,-3.099334996461493219e+01,6.991643182816699442e-02,5.926598911023328142e+00,5.123502099765619988e-01,1.447439279570895243e+00
-1.558134150000639906e+01,-3.097798168533813623e+01,5.996578580605779751e-02,6.188965306383866327e+00,5.367081368244512873e-01,1.387380922394409577e+00
-1.534537980287579018e+01,-3.096500768540266080e+01,5.034142349042654979e-02,6.463307047847779430e+00,5.602678277297288290e-01,1.378411605358065062e+00
-1.511001510773573209e+01,-3.095423437982562120e+01,4.178737114831438532e-02,6.749233134113595156e+00,5.830567698902866525e-01,1.390186134793968131e+00
-1.487578442161182934e+01,-3.094537309904955791e+01,3.451044139641411962e-02,7.046363817738066082e+00,6.050835273564940664e-01,1.404940942246695412e+00
-1.464323050090608369e+01,-3.093811903886661696e+01,2.849891518045669786e-02,7.354316661470089223e+00,6.263201321422586787e-01,1.422025923159889071e+00
-1.441281124693453108e+01,-3.093217529258604515e+01,2.365217877837602276e-02,7.672683949880324761e+00,6.466858376743891412e-01,1.455101954647276097e+00
-1.418480206039955327e+01,-3.092727418506309789e+01,1.972453510881463229e-02,8.001002499144478364e+00,6.660338587609544447e-01,1.523945954602205388e+00
-1.395918116481985116e+01,-3.092322648954251818e+01,1.621919382598000295e-02,8.338717808641279206e+00,6.841428361959334126e-01,1.643864472576561875e+00
-1.373551515496086317e+01,-3.091998647460860639e+01,1.239826267882004895e-02,8.685145335340411776e+00,6.612821913587207945e-01,1.815820655334623002e+00
-1.351292050020297530e+01,-3.091769334908403621e+01,7.495657988646689876e-03,9.000000000000000000e+00,3.148546646595882237e-01,2.002908787445345951e+00
-1.329018710103495238e+01,-3.091664838530666870e+01,1.072841677972705479e-03,9.000000000000000000e+00,0.000000000000000000e+00,2.034133749047091655e+00
-1.306608595277826090e+01,-3.091721396617447937e+01,-6.680537109483090409e-03,9.000000000000000000e+00,0.000000000000000000e+00,2.006402508465818357e+00
-1.283976771419432872e+01,-3.091965747350019811e+01,-1.491516153514825180e-02,9.000000000000000000e+00,0.000000000000000000e+00,1.897994709301130900e+00
-1.261107449481951370e+01,-3.092400103886642881e+01,-2.241364985617010433e-02,9.000000000000000000e+00,0.000000000000000000e+00,1.710046584218019250e+00
-1.238060373311949469e+01,-3.092995073793789018e+01,-2.804238635833709165e-02,9.000000000000000000e+00,0.000000000000000000e+00,1.465760187803490933e+00
-1.214948249015926507e+01,-3.093694857425354883e+01,-3.114677743176475291e-02,9.000000000000000000e+00,0.000000000000000000e+00,1.201654388030325205e+00
-1.191895356619088631e+01,-3.094433430450963129e+01,-3.176336672245087117e-02,9.000000000000000000e+00,0.000000000000000000e+00,9.548983184813235603e-01
-1.168995830361906663e+01,-3.095154952019268890e+01,-3.060457288287548802e-02,9.000000000000000000e+00,0.000000000000000000e+00,7.524062924342896919e-01
-1.146287786398187869e+01,-3.095829666608511843e+01,-2.881313896716293857e-02,9.000000000000000000e+00,0.000000000000000000e+00,6.058330933583891964e-01
-1.123750081522233657e+01,-3.096458984956301563e+01,-2.753889044542827749e-02,9.000000000000000000e+00,0.000000000000000000e+00,5.131280687556324382e-01
-1.101317664341816815e+01,-3.097068407038626248e+01,-2.749348169145782173e-02,9.000000000000000000e+00,0.000000000000000000e+00,4.641228233714712603e-01
-1.078905922415455265e+01,-3.097692217769413858e+01,-2.870172094406442387e-02,9.000000000000000000e+00,0.000000000000000000e+00,4.466659345573849582e-01
-1.056433507511752978e+01,-3.098357013448709907e+01,-3.056903514334180852e-02,9.000000000000000000e+00,0.000000000000000000e+00,4.505384509163284923e-01
-1.033837586750707871e+01,-3.099070342603171824e+01,-3.220670855413154676e-02,9.000000000000000000e+00,0.000000000000000000e+00,4.682094966818087234e-01
-1.011081194354510160e+01,-3.099818167420497872e+01,-3.283093133456427976e-02,9.000000000000000000e+00,0.000000000000000000e+00,4.932830800951309991e-01
-9.881560594857496937e+00,-3.100570648771833859e+01,-3.205862910722553916e-02,9.000000000000000000e+00,0.000000000000000000e+00,5.186555987617510466e-01
-9.650831436045043787e+00,-3.101293307264904797e+01,-3.001914661348016600e-02,9.000000000000000000e+00,0.000000000000000000e+00,5.364247609290444530e-01
-9.419094155352237152e+00,-3.101959350724563080e+01,-2.727928332196228461e-02,9.000000000000000000e+00,0.000000000000000000e+00,5.399777299329636682e-01
-9.186973340406808575e+00,-3.102558992878931221e+01,-2.463351254689527189e-02,9.000000000000000000e+00,0.000000000000000000e+00,5.266646542036802492e-01
-8.955064725588256280e+00,-3.103102649466954688e+01,-2.283389943639988970e-02,9.000000000000000000e+00,0.000000000000000000e+00,4.988037423341288301e-01
-8.723728544052761436e+00,-3.103616945262287885e+01,-2.233026467397614817e-02,9.000000000000000000e+00,0.000000000000000000e+00,4.620936023254311187e-01
-8.492955333683822161e+00,-3.104134723520329686e+01,-2.310825898195802489e-02,9.000000000000000000e+00,0.000000000000000000e+00,4.228279954093787096e-01
-8.262376402520017038e+00,-3.104683239543295059e+01,-2.470539683013902796e-02,9.000000000000000000e+00,0.000000000000000000e+00,3.861649082910834641e-01
-8.031410540498304940e+00,-3.105275220293415117e+01,-2.641028863272786020e-02,9.000000000000000000e+00,0.000000000000000000e+00,3.566915902718266196e-01
-7.799467836999134818e+00,-3.105906078750592769e+01,-2.756280719407084440e-02,9.000000000000000000e+00,0.000000000000000000e+00,3.399995970970089432e-01
-7.566114902792755892e+00,-3.106558030558787209e+01,-2.781945894904591307e-02,9.000000000000000000e+00,0.000000000000000000e+00,3.431989485383167837e-01
-7.331148410093049073e+00,-3.107209254260652642e+01,-2.729169480623235694e-02,9.000000000000000000e+00,0.000000000000000000e+00,3.729722527842107005e-01
-7.094585533556195145e+00,-3.107845233723740819e+01,-2.652139593207026788e-02,9.000000000000000000e+00,0.000000000000000000e+00,4.319972686250522220e-01
-6.856613120085093271e+00,-3.108468083252407155e+01,-2.628846326646858134e-02,9.000000000000000000e+00,0.000000000000000000e+00,5.161384274849339926e-01
-6.617534198977411464e+00,-3.109099617346775801e+01,-2.729467799657153693e-02,9.000000000000000000e+00,0.000000000000000000e+00,6.149210448419194508e-01
-6.377719957653815719e+00,-3.109775531417586336e+01,-2.982881535809683848e-02,9.000000000000000000e+00,0.000000000000000000e+00,7.159335669460143992e-01
-6.137553714775764391e+00,-3.110531767051507401e+01,-3.356516976778972650e-02,9.000000000000000000e+00,0.000000000000000000e+00,8.110225757687336001e-01
-5.897349534138799143e+00,-3.111388508682573928e+01,-3.760709188568274464e-02,9.000000000000000000e+00,0.000000000000000000e+00,9.002436816345739112e-01
-5.657255615494324985e+00,-3.112338880536597330e+01,-4.076406204727526378e-02,9.000000000000000000e+00,0.000000000000000000e+00,9.900451332190632892e-01
-5.417190165587988382e+00,-3.113346918200729974e+01,-4.194309806367257920e-02,9.000000000000000000e+00,0.000000000000000000e+00,1.085906733851430994e+00
-5.176863221822251226e+00,-3.114354977457971074e+01,-4.050169170055500922e-02,9.000000000000000000e+00,0.000000000000000000e+00,1.184192254343549466e+00
-4.935896535849039424e+00,-3.115297305401578143e+01,-3.644507256699976161e-02,9.000000000000000000e+00,0.000000000000000000e+00,1.269395394282316181e+00
-4.694001275451451960e+00,-3.116115550884497054e+01,-3.043435137699554774e-02,9.000000000000000000e+00,0.000000000000000000e+00,1.319897410679021776e+00
-4.451131815813387682e+00,-3.116773111067064050e+01,-2.362841071121960651e-02,9.000000000000000000e+00,0.000000000000000000e+00,1.319212534624241151e+00
-4.207543597374473698e+00,-3.117265187021555661e+01,-1.740503725768492715e-02,9.000000000000000000e+00,0.000000000000000000e+00,1.265467471134013477e+00
-3.963721973587283731e+00,-3.117621535387729992e+01,-1.301249576286595856e-02,9.000000000000000000e+00,0.000000000000000000e+00,1.173010318296772825e+00
-3.720207108299908860e+00,-3.117899369216186756e+01,-1.122021518944898641e-02,9.000000000000000000e+00,0.000000000000000000e+00,1.065642056982909702e+00
-3.477388600498979798e+00,-3.118167234797861909e+01,-1.207574280361243743e-02,9.000000000000000000e+00,0.000000000000000000e+00,9.667800027442918775e-01
-3.235367721955767273e+00,-3.118484877249808207e+01,-1.488272971482004423e-02,9.000000000000000000e+00,0.000000000000000000e+00,8.931508756663197879e-01
-2.993965255732442987e+00,-3.118886753819888824e+01,-1.845555939450533103e-02,9.000000000000000000e+00,0.000000000000000000e+00,8.547810637967534486e-01
-2.752879620948541550e+00,-3.119375437143143159e+01,-2.156118487760445152e-02,9.000000000000000000e+00,0.000000000000000000e+00,8.586771303987890125e-01
-2.511904291218748586e+00,-3.119926295471697841e+01,-2.331315139008983267e-02,9.000000000000000000e+00,0.000000000000000000e+00,9.110570149081852476e-01
-2.271064116053413962e+00,-3.120498904467253709e+01,-2.332144537382425942e-02,9.000000000000000000e+00,0.000000000000000000e+00,1.015208827157294769e+00
-2.030582549994136787e+00,-3.121049010893093012e+01,-2.158795809722760528e-02,9.000000000000000000e+00,0.000000000000000000e+00,1.166514630293522536e+00
-1.790709141136185067e+00,-3.121536053896974749e+01,-1.828886733420117400e-02,9.000000000000000000e+00,0.000000000000000000e+00,1.349022804184942359e+00
-1.551539377212407089e+00,-3.121925224291439349e+01,-1.362089981863382794e-02,9.000000000000000000e+00,0.000000000000000000e+00,1.536784667546854610e+00
-1.312953435381650324e+00,-3.122186840404629748e+01,-7.789508203102475485e-03,9.000000000000000000e+00,0.000000000000000000e+00,1.700206530540300021e+00
-1.074704133814070595e+00,-3.122296663007993800e+01,-1.095132104357602384e-03,9.000000000000000000e+00,0.000000000000000000e+00,1.814596294961091427e+00
-8.365714508366436375e-01,-3.122239010546007165e+01,5.991924994197565454e-03,9.000000000000000000e+00,-1.330068068996173025e-01,1.867339271486818664e+00
-5.984661877653258966e-01,-3.122011301387645688e+01,1.287221172382531191e-02,8.866993193100382697e+00,-2.818625526282847460e-01,1.806577759096472002e+00
-3.604146269428438742e-01,-3.121626057546365018e+01,1.899267971587266859e-02,8.718137447371715254e+00,-2.966720248409497884e-01,1.701067872471980991e+00
-1.224542365187382548e-01,-3.121107118412407289e+01,2.406758435986386391e-02,8.570321168259432909e+00,-2.946395759866877739e-01,1.584871420278727294e+00
1.154795673617050461e-01,-3.120480473978477676e+01,2.820746325482740777e-02,8.423497871385027480e+00,-2.926785542343743884e-01,1.482947727644347458e+00
3.536095794640730650e-01,-3.119763906886879212e+01,3.186116541808140662e-02,8.277642614025058521e+00,-2.907506425041095355e-01,1.412255773265740588e+00
5.923121347310537077e-01,-3.118960715560359631e+01,3.560062935320520289e-02,8.132747228880917945e+00,-2.888230988044844239e-01,1.378988519110680988e+00
8.320783014329112826e-01,-3.118059808135599553e+01,3.988321441172133774e-02,7.988819515220574097e+00,-2.868611045074684895e-01,1.379292452467036911e+00
1.073462373465353670e+00,-3.117040715609536861e+01,4.492567728946456063e-02,7.845886124373449455e+00,-2.848210452610251409e-01,1.402615091280518422e+00
1.317010877761828791e+00,-3.115879748811862626e+01,5.072774638557901034e-02,7.703998469959548956e+00,-2.826453999200051470e-01,1.436076233467889374e+00
1.563158160982019984e+00,-3.114554466246710973e+01,5.717451829457786266e-02,7.563240724453444308e+00,-2.802594893701115808e-01,1.468310646983178369e+00
1.812098673729057197e+00,-3.113046019764195194e+01,6.413070941925196056e-02,7.423738980589437375e+00,-2.775702100740025102e-01,1.491866300370208398e+00
2.063682069062902080e+00,-3.111340163167983874e+01,7.148205630603077232e-02,7.285670514379441798e+00,-2.744675441677699723e-01,1.503968545371361820e+00
2.317393177072218258e+00,-3.109427906177224088e+01,7.912807138718767896e-02,7.149271436421667403e+00,-2.708299924966253158e-01,1.506021147764647461e+00
2.572449551938012391e+00,-3.107305960962465363e+01,8.696450451463520748e-02,7.014840521882816482e+00,-2.665323245693924648e-01,1.502380355314141269e+00
2.827996194359590376e+00,-3.104976244294752163e+01,9.488753100617416947e-02,6.882739111852274938e+00,-2.614508463913827185e-01,1.498837964456293914e+00
3.083338986296607853e+00,-3.102443655670155209e+01,1.028353327021412494e-01,6.753389675491433763e+00,-2.554656040423068930e-01,1.501096487839072235e+00
3.338137416854936035e+00,-3.099711618974348681e+01,1.108554358211300134e-01,6.627273507809968045e+00,-2.484645026999388051e-01,1.513452921899241854e+00
3.592493961629051658e+00,-3.096776161148897799e+01,1.191463066793607972e-01,6.504925172791494958e+00,-2.403510968995590247e-01,1.537917081124481999e+00
3.846906769068239029e+00,-3.093620972114129586e+01,1.280229807883565274e-01,6.386922410910409020e+00,-2.310531728485720748e-01,1.573966647036036948e+00
4.102090748657801988e+00,-3.090216273361639310e+01,1.378039046757839892e-01,6.273871999942922884e+00,-2.205299378413778655e-01,1.618996069799541582e+00
4.358712878806262125e+00,-3.086523097748544586e+01,1.486801518425674429e-01,6.166392473069031155e+00,-2.087774562290780622e-01,1.669277534706617105e+00
4.617129527331602645e+00,-3.082501739748725811e+01,1.606589347726583850e-01,6.065094543713844821e+00,-1.958322812980135552e-01,1.721049693266129887e+00
4.877222499474338946e+00,-3.078120357509510896e+01,1.736139881649367556e-01,5.970560191771017600e+00,-1.817731208546096155e-01,1.771317084695374300e+00
5.138396497523680218e+00,-3.073359779118198531e+01,1.873899570166703277e-01,5.883321422859235206e+00,-1.667207093703053644e-01,1.818113642702484434e+00
5.399726714101644731e+00,-3.068212914278831249e+01,2.018875839231535629e-01,5.803839482400712235e+00,-1.508363608803540146e-01,1.860263597681827363e+00
5.660181837624236323e+00,-3.062680088759010033e+01,2.170844345259075603e-01,5.732485061978881191e+00,-1.343194352206520392e-01,1.896904473629498211e+00
5.918831752283341352e+00,-3.056763531102179954e+01,2.329899700627516834e-01,5.669520047180060196e+00,-1.174035950747684964e-01,1.927099215405680521e+00
6.174985850463370340e+00,-3.050463816776584025e+01,2.495696017320351567e-01,5.615081466904112695e+00,-1.003517141792968914e-01,1.949742952016039865e+00
6.428247741865201981e+00,-3.043779357475596115e+01,2.666854191160102361e-01,5.569168333000763305e+00,-8.344947438742966739e-02,1.963753520690401100e+00
6.678501775563566056e+00,-3.036708117593529721e+01,2.840949658394504307e-01,5.531631992516683027e+00,-6.699781999577947289e-02,1.968356040439337207e+00
6.925845314546553944e+00,-3.029249849423466401e+01,3.015215551772912339e-01,5.502170513004983832e+00,-5.130442756572328733e-02,1.963229211559079479e+00
7.170487678608115090e+00,-3.021407150009901343e+01,3.187565257632955507e-01,5.480327564950959740e+00,-3.667433878830728133e-02,1.948388954694929343e+00
7.412648703513350590e+00,-3.013184853622340142e+01,3.357200138192339423e-01,5.465496174216676550e+00,-2.340009831949263486e-02,1.923871108869162239e+00
7.652496745588607041e+00,-3.004588475672714409e+01,3.524312333987329460e-01,5.456927466631467105e+00,-1.175173276061247662e-02,1.889423919025919885e+00
7.890144957903237888e+00,-2.995623203547792812e+01,3.689100132766971463e-01,5.453744441456064074e+00,-1.966477353891882274e-03,1.844441285407552922e+00
8.125685607265801025e+00,-2.986294533909876492e+01,3.850799833147669493e-01,5.454960989277575223e+00,5.761551514674501107e-03,1.788243589324999938e+00
8.359225466111521285e+00,-2.976610660174327805e+01,4.007422569945293667e-01,5.459505992970738575e+00,1.129041228346139292e-02,1.720614502600662288e+00
8.590895846546448666e+00,-2.966585044645411884e+01,4.156318135432269245e-01,5.466251401561036616e+00,1.453678271839287106e-02,1.642346927364602083e+00
8.820841215171622451e+00,-2.956237554095207187e+01,4.295098113575329668e-01,5.474042775689131446e+00,1.547959890835759467e-02,1.555534957774074689e+00
9.049206548072698197e+00,-2.945593137424625851e+01,4.422489246914728112e-01,5.481731000469394210e+00,1.416124407905616778e-02,1.463485884743056298e+00
9.276128059907422951e+00,-2.934678319379973388e+01,4.538696429968764878e-01,5.488204019768187614e+00,1.068639782216518341e-02,1.370337743826803623e+00
9.501719354240576010e+00,-2.923517905574393438e+01,4.645091879988509920e-01,5.492417398291559394e+00,5.218414511942270906e-03,1.280624676253466543e+00
9.726039587440858725e+00,-2.912134267818318634e+01,4.743436383488799923e-01,5.493422434280129885e+00,-2.026845372392394040e-03,1.199030821699799132e+00
9.949052164966829537e+00,-2.900549940605515076e+01,4.835034501097295601e-01,5.490390552919167000e+00,-1.078960961089769910e-02,1.130401923553663091e+00
1.017059833973724992e+01,-2.888791732086027508e+01,4.920378399959962623e-01,5.482632824669232185e+00,-2.077687049498155858e-02,1.079839675054998338e+00
1.039041258510644106e+01,-2.876892642073924122e+01,4.999617041269903694e-01,5.469613682424185441e+00,-3.167453436743272732e-02,1.052545101190525134e+00
1.060818136504816778e+01,-2.864888638304103097e+01,5.073648896378282203e-01,5.450958290301799458e+00,-4.316015176551513122e-02,1.053130003228531786e+00
1.082362206200803811e+01,-2.852810344868496628e+01,5.145164531233603622e-01,5.426453530658670310e+00,-5.491527469529344785e-02,1.084388739585266936e+00
1.103654572209769036e+01,-2.840673057917554445e+01,5.218987517768658435e-01,5.396043015606506010e+00,-6.663679351878659674e-02,1.145886280305543181e+00
1.124687706387800823e+01,-2.828469551106132940e+01,5.301363661003298811e-01,5.359816737139883713e+00,-7.804689958054833454e-02,1.232966044392150184e+00
1.145463337177263163e+01,-2.816168932088588406e+01,5.398400429983546411e-01,5.317996116025957676e+00,-8.890126123338149000e-02,1.336746408493260763e+00
1.165988219022986172e+01,-2.803721779576767048e+01,5.514320292000918222e-01,5.270915475906502223e+00,-9.899485337049274136e-02,1.445335363221304625e+00
1.186270639015555339e+01,-2.791069288188479192e+01,5.650192811067425991e-01,5.219001262655464934e+00,-1.081650094631285697e-01,1.545995346693266770e+00
1.206319363235808417e+01,-2.778153291902190958e+01,5.803665909533751721e-01,5.162750466443373654e+00,-1.162916350400333698e-01,1.627579205624089198e+00
1.226143943151521398e+01,-2.764924660791287891e+01,5.969858051963811141e-01,5.102709627615431565e+00,-1.232948551635404399e-01,1.682444712013212440e+00
1.245753365156601511e+01,-2.751349175327095509e+01,6.143046290895608497e-01,5.039455611279833214e+00,-1.291305058802896255e-01,1.707300475832517650e+00
1.265151241018997297e+01,-2.737411033922287373e+01,6.318458631378718326e-01,4.973579121735141939e+00,-1.337839129220990131e-01,1.702914993211244399e+00
1.284329863519609916e+01,-2.723113273932733591e+01,6.493337527233272732e-01,4.905671698357734201e+00,-1.372624686711674258e-01,1.673086215401991650e+00
1.303269031513448084e+01,-2.708473774045518923e+01,6.666727663286454719e-01,4.836316653063974513e+00,-1.395876137680787110e-01,1.623487391582447259e+00
1.321944099260590555e+01,-2.693516408513423954e+01,6.838217019924247575e-01,4.766084084589655490e+00,-1.407868774512470722e-01,1.560883309497430371e+00
1.340340850246534643e+01,-2.678260173533832500e+01,7.006576066004028824e-01,4.695529775612727441e+00,-1.408866017014869243e-01,1.492846777157485594e+00
1.358467836094065362e+01,-2.662711808615832609e+01,7.169359982073025828e-01,4.625197482888168565e+00,-1.399058780783608569e-01,1.427724068647278965e+00
1.376357199841231527e+01,-2.646866110648891279e+01,7.323981612287936427e-01,4.555623897534366584e+00,-1.378520919390977539e-01,1.374418745517128171e+00
1.394052179310959261e+01,-2.630712743815222154e+01,7.469707144944064403e-01,4.487345390949070811e+00,-1.347183408471588351e-01,1.341671527968127275e+00
1.411588646615081011e+01,-2.614243409873896695e+01,7.609244611821348592e-01,4.420905556687207749e+00,-1.304828986021870918e-01,1.336824167165354238e+00
1.428981201958558245e+01,-2.597452888725115372e+01,7.749007482742642505e-01,4.356862492346883720e+00,-1.251108480184441873e-01,1.364377620558159032e+00
1.446219098637306288e+01,-2.580332491499870784e+01,7.898055902975226195e-01,4.295794708668763562e+00,-1.185580799816321473e-01,1.424816117526243042e+00
1.463269405181910621e+01,-2.562861100006641379e+01,8.066367308171796813e-01,4.238304412365251572e+00,-1.107777413187607252e-01,1.514106214289544505e+00
1.480080704142868342e+01,-2.545001104966591754e+01,8.263049581706256586e-01,4.185016967350002837e+00,-1.017263113131541274e-01,1.624055360880604093e+00
1.496583293899369949e+01,-2.526703780626669271e+01,8.494727243304514008e-01,4.136578101052097445e+00,-9.136105302019004171e-02,1.743457314026564342e+00
1.512687478757878878e+01,-2.507923194235542752e+01,8.764292863381137888e-01,4.093655914329812795e+00,-7.963062273708931826e-02,1.859775938666742956e+00
